"DescripcionComercial","AnnioCorte","MesFactura","FormaFarmaceutica","CUMCodATC.x","PrincipioActivo","ViaAdministracion","PrecioMinimoUnitario","PrecioMaximoUnitario","ValorTotalFacturado","TotalUnidadesFacturadas","titular","CUMCodATC.y","descripcionatc"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,81536130,390,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,81536130,390,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",119589,220068,1501807664,7952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198109,198109,33282312,168,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",208359,220067,115108700,532,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",4887960,4887960,4887960,1,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,212627,709590000,5026,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","10","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",83572,220068,1216657092,6524,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,1603521800,342,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,283100600,2128,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",198108,5178600,150426024,67,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,5178600,1850212476,7170,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,5178600,1850212476,7170,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,5178600,1850212476,7170,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,5178600,1850212476,7170,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,5178600,1850212476,7170,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
